type,title,duration,director,cast,genre,country,year_range,ratings,description
Movie,Mann,173,Indra Kumar,Aamir Khan,romantic,India,1995-2000,6.6,"Unlucky in love and bullied at work, an office drone is resigned to his dead-end life until it’s transformed by mysterious calls from … himself."
Movie,Manolo: The Boy Who Made Shoes for Lizards,89,Michael Roberts,Manolo Blahnik,romantic,United Kingdom,2015-2020,5.825,A woman of nobility battles patriarchal norms in order to improve educational access for women in early 1900s Indonesian society.
Movie,Manorama Six Feet Under,129,Navdeep Singh,Abhay Deol,thrillers,India,2005-2010,7.0,"When flashbacks reveal that he's the reincarnation of a man murdered by his wife, rock star Monty sets out to get revenge for the decades-old crime."
Movie,Manoranjan,162,Shammi Kapoor,Sanjeev Kumar,musical,India,1970-1980,6.8,"After losing his wife, a single father indulges in flimsy flings until he meets his son's music teacher, who imparts a few lessons on love."
Movie,Mansfield Park,112,Patricia Rozema,Frances O'Connor,dramas,United Kingdom,1995-2000,7.2,Polish comedians Rafał Pacześ and Katarzyna Piasecka hit the stage at Warsaw's Klub Hybrydy for a night of funny anecdotes and sly jokes.
Movie,Manson Family Vacation,85,J. Davis,Jay Duplass,dramas,United States,2010-2015,5.8,A present-day woman takes responsibility for guiding a charming time-traveling 19th-century nobleman through the 21st century.
Movie,Manto,114,Nandita Das,Nawazuddin Siddiqui,dramas,India,2015-2020,7.4,"Chipper baby boomer Kath, diva daughter Kim and hapless pal Sharon visit Papilloma, Italy, where a royal romance and knockoff fashions await."
Movie,Mantostaan,75,Rahat Kazmi,Raghuvir Yadav,dramas,India,2015-2020,6.2,"As Kath prepares to wed fine-meats purveyor Kel, her daughter Kim moves back home after becoming disillusioned with her two-month marriage to Brett."
Movie,Mantra,89,Nicholas Kharkongor,Rajat Kapoor,dramas,India,2015-2020,5.2,"Secretly in love with his neighbor, a mild-mannered clerk is heartbroken when his much bolder, more charming friend wins her heart instead."
Movie,Manu,177,Phanindra Narsetti,Raja Goutham,dramas,India,2015-2020,7.9,"Fresh from a tour, comedian Katherine Ryan shares shrewd observations about school bullies, revenge bodies and raising a very fancy child."
Movie,Manusangada,93,Amshan Kumar,Rajeev Anand,dramas,India,2015-2020,8.4,"Stand-up comic Katherine Ryan reminisces about unusual relationships, life in the hometown she hates and the time she enraged an entire nation."
Movie,Maps to the Stars,112,David Cronenberg,Julianne Moore,dramas,Canada,2010-2015,6.2,"The Irish American comic riffs on everything from growing up in Missouri, signing up her parents to be Uber drivers and anything to do with bacon."
Movie,Mara,99,Clive Tonge,Olga Kurylenko,thrillers,United Kingdom,2015-2020,5.1,"The King of underground comedy delivers unflinching riffs on the American political climate, racial tensions, sex and his disdain for roast beef."
Movie,Marauders,107,Steven C. Miller,Bruce Willis,action,Canada,2015-2020,5.9,"Outspoken comedian Katt Williams pokes fun at a variety of topics, including sex, relationships, parenthood and trying to make it as an entertainer."
Movie,Marc Maron: End Times Fun,71,Lynn Shelton,Marc Maron,standup,United States,2015-2020,6.8,"In this 2006 show, comic Katt Williams uses his edgy style and personal experiences to paint a sassy, hilarious portrait of life in black America."
Movie,Marc Maron: Thinky Pain,95,Lance Bangs,Marc Maron,standup,United States,2010-2015,7.4,"After falling in love during college, architect Maddy and free spirit Payal have five wonderful years together, until a mystery suddenly divides them."
Movie,Marc Maron: Too Real,70,Lynn Shelton,Marc Maron,standup,United States,2015-2020,7.2,"On a mission to defy stereotypes, Malaysian stand-up comedian Kavin Jay shares stories about growing up in the VHS era with his Singapore audience."
Movie,Marco Luque: Tamo Junto,73,Caio Cobra,Marco Luque,standup,Brazil,2015-2020,4.3,Music meets imagination in this inventive animated series about thinking outside the box and having fun.
Movie,Marco Polo: One Hundred Eyes,29,Alik Sakharov,Tom Wu,dramas,United States,2010-2015,7.8,"In a documentary with unparalleled access, discover the people and sounds that inspired rock 'n' roll legend Keith Richards from childhood to today."
Movie,Maria,90,Pedring A. Lopez,Cristine Reyes,dramas,Philippines,2015-2020,5.0,"This docuseries follows several incarcerated people as they pursue a college degree through the Bard Prison Initiative, a rigorous education program."
Movie,Maria Bamford: Old Baby,64,Jessica Yu,Maria Bamford,standup,United States,2015-2020,6.0,"Ken Burns's documentary depicts the action of famous Civil War battles, and relates the stories of soldiers, generals and a beleaguered president."
Movie,Maria Bamford: The Special Special Special,50,Jordan Brady,Maria Bamford,standup,United States,2010-2015,6.9,"Award-winning documentarian Burns profiles three members of one of America's premier political families: Theodore, Franklin and Eleanor Roosevelt."
Movie,Mariah Carey's Merriest Christmas,38,James Yukich,Mariah Carey,musical,United States,2010-2015,4.9,Historian Ken Burns and his team bring to life the challenges Americans faced in the 19th century as they embarked on westward expansion.
Movie,Marlon Wayans: Woke-ish,67,Marcus Raboy,Marlon Wayans,standup,United States,2015-2020,6.5,"Stand-up comedy star Kevin Hart delivers his unique perspective on work, race, family and friends with this laugh-riot comedy show."
Movie,Maroon,94,Pulkit,Manav Kaul,commedies,India,2015-2020,5.1,"Sometimes edgy and always hilarious, comedian Kevin Hart shines in this theatrical version of his record-breaking 2011 live tour."
Movie,Marriage Palace,135,Sunil Thakur,Sharry Mann,commedies,India,2015-2020,6.3,"Philadelphia funnyman Kevin Hart takes the stage in front of a sold-out crowd at Madison Square Garden, part of his hit ""Let Me Explain"" world tour."
Movie,Marriage Story,137,Noah Baumbach,Scarlett Johansson,dramas,United Kingdom,2015-2020,8.0,"With his unique hip-hop style delivery, African American stand-up comedian Kevin Hart expounds on life at a sold-out concert performance."
TV Show,Mars,2,Everardo Gout,Jihae,dramas,United States,2015-2020,3.9,"Kevin Hart serves up laughs and brick oven pizza from the comfort of his home, and dishes on male group chats, sex after 40 and life with COVID-19."
Movie,Martial Arts of Shaolin,90,Chia-Liang Liu,Jet Li,dramas,Hong Kong,1980-1990,6.5,"Kevin James makes his long-awaited return to stand-up in this family-friendly special, dishing on fatherhood, fans, his disdain for allergies and more."
Movie,Martin Lawrence Live: Runteldat,104,David Raynr,Martin Lawrence,standup,United States,2000-2005,5.95,The film and television star riffs on life's many royal pains in this hourlong special taped at New York City's Hudson Theatre in 2001.
Movie,Martin Luther: The Idea that Changed the World,55,David Batty,Hugh Bonneville,nature,United States,2015-2020,6.5,Makeup artist Kevyn Aucoin worked with top supermodels in the 1980s and 1990s. Personal videos merged with interviews provide a peek into his life.
Movie,"Martin Matte: La vie, la mort...eh la la..!",62,Jean-François Blais,Martin Matte,standup,Canada,2015-2020,6.5,"After a rich politician's son kills a young woman's brother, an unlikely romantic connection complicates her pursuit of justice."
Movie,Marvel Super Hero Adventures: Frost Fight!,74,Mitch Schauer,Mick Wingert,fantasy,United States,2010-2015,5.1,An embittered former hockey star must engage with the sport again to help his brother assemble a team for a momentous match against the British.
Movie,Marvel's Hulk: Where Monsters Dwell,75,Mitch Schauer,Fred Tatasciore,fantasy,United States,2015-2020,5.5,A cranky control freak must rely on his comically dysfunctional family to pull off a scam on a greedy land shark who's stolen his prized property.
Movie,Marvel's Iron Man & Hulk: Heroes United,72,"Leo Riley, Eric Radomski",Adrian Pasdar,fantasy,United States,2010-2015,7.5,A strict matriarch's regimented household is upended by the arrival of a spunky relative who challenges the rules.
Movie,Mary and the Witch's Flower,103,Hiromasa Yonebayashi,Ruby Barnhill,kids,Japan,2015-2020,6.8,"Sloan's vow to never return to Thailand is cut short when he's kidnapped and taken to a Thai prison, where he's forced to fight a 400-pound brute."
Movie,Mary Kom,120,Omung Kumar,Priyanka Chopra,sport,India,2010-2015,6.8,"After a skilled fighter falls in the ring, his younger brother emerges from the shadows to train and get revenge against a brutal champion."
Movie,Mary Poppins Returns,131,Rob Marshall,Emily Blunt,musical,United States,2015-2020,6.7,"After graduating, four college roomies – petrified by the prospect of facing ""real life"" – reluctantly step into adulthood in this ensemble comedy."
Movie,Masameer - The Movie,100,Malik Nejer,Malik Nejer,dramas,Saudi Arabia,2015-2020,6.0,"Cookie, Pudding and Candy are kitten siblings whose favorite things are sweet treats and letting their curiosity lead them on adventures in learning."
Movie,Mascots,95,Christopher Guest,Carrie Aizley,commedies,United States,2015-2020,5.7,"Snatched off the street and held for ransom, a bound and gagged woman uses her limited powers to derail her two masked abductors' carefully laid plans."
Movie,Maska,112,Neeraj Udhwani,Manisha Koirala,dramas,India,2015-2020,5.9,"A wacky rabbit and his gang of animal pals have fun solving problems, sharing stories and exploring their sometimes magical, always special world."
Movie,Masoom,138,Shekhar Kapur,Shabana Azmi,dramas,India,1980-1990,8.5,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle. But she lives – and plots her vengeance."
Movie,Master,143,Ui-seok Jo,Byung-hun Lee,dramas,South Korea,2015-2020,7.3,"The Bride has three left on her rampage list: Budd, Elle Driver and Bill himself. But when she arrives at Bill's house, she's in for a surprise."
Movie,Master Z: The Ip Man Legacy,108,Yuen Woo-ping,Zhang Jin,commedies,Hong Kong,2015-2020,6.5,"From politicians to officers, many attempted to kill Hitler – and failed. This documentary delves into the details of how their plots unraveled."
Movie,Mater,80,Pablo D'Alo Abba,Lautaro Perotti,commedies,Argentina,2015-2020,4.6,"Bogged down with money problems, a couple grows cautious of each other but hit the lottery and decide to stay together – till death do they part."
Movie,Material,94,Craig Freimond,Vincent Ebrahim,dramas,South Africa,2010-2015,7.4,"Posing as a telecom salesman at a business conference, a CIA agent fights to protect a fledgling Eastern European democracy from a military coup."
Movie,Matichya Chuli,132,"Sudesh Manjrekar, Atul Kale",Sudhir Joshi,dramas,India,2005-2010,7.2,"This true crime tale charts the rise and fall of mobster Danny Greene, who faced down the Mafia to gain control of organized crime in 1970s Cleveland."
Movie,Mauli,136,Aditya Sarpotdar,Riteish Deshmukh,dramas,India,2015-2020,6.0,Growing up poses challenges for Chinu when he moves from city to country and encounters a youth culture far different from what he's used to.
Movie,Maurício Meirelles: Generating Chaos,63,Diego Pignataro,Maurício Meirelles,standup,Brazil,2015-2020,6.6,"An unlucky woman finds a solution for her hateful ex, a trying job hunt and a stalker through a charming P.I. – only to endure a new set of problems."
Movie,Max Rose,84,Daniel Noah,Jerry Lewis,standup,United States,2010-2015,6.6,"Via interviews with friends, players and insiders, this docuseries examines how Aaron Hernandez went from an NFL star to a convicted killer."
Movie,May the Devil Take You,111,Timo Tjahjanto,Chelsea Islan,standup,Indonesia,2015-2020,6.0,"An alien band of killer clowns descends from the cosmos to harvest scores of small-town victims, cocooning their prey in cotton candy to eat later."
Movie,May We Chat,99,Philip Yung,Irene Wan,standup,Hong Kong,2010-2015,5.0,Brazilian TV personality and politician Wallace Souza faces accusations of masterminding the violent crimes he reported on and rallied against.
Movie,May You Prosper,93,"Hassan Hegazy, Shady Ali",Ahmed Rizk,musical,Egypt,2015-2020,3.7,"Journalist Piers Morgan goes behind prison walls to speak with women convicted of shocking crimes, shedding light on what drove them to murder."
Movie,Maya Angelou: And Still I Rise,114,"Bob Hercules, Rita Coburn Whack",Maya Angelou,documentary,United States,2015-2020,6.6499999999999995,"After a whirlwind romance, Jen and Spencer settle into married life — until Spencer's secret past as a hit man shakes up their suburban bliss."
Movie,Maza Pati Karodpati,132,Sachin,Sachin,romantic,India,1980-1990,6.825,"In major debt to a loan shark, a nightclub owner who's entered in a celebrity death pool tries to murder a famous figure for half a million dollars."
Movie,Me and the Alien,83,Jesús Magaña Vázquez,Ines De Tavira,dramas,Mexico,2015-2020,5.6,"When a couple low-level crooks rob a Mob-protected poker game, a slick enforcer is hired to track down the offenders and take care of business."
